Borough,Block,Lot,"Tax Class Code","Building Class","Community Board","Council District",number,name,zip,"Water Debt Only","Sold in Regular / Subsequent Sale","Trust Destination"
3,1527,32,1,B9,316,41,304A,SUMPTER STREET,11233,NO,Subsequent,2016-A
3,1528,56,1,C0,316,37,293,MAC DOUGAL STREET,11233,NO,Regular,2016-A
3,1528,57,1,C0,316,37,291,MAC DOUGAL STREET,11233,NO,Regular,2016-A
3,1533,36,1,C0,316,41,222,MAC DOUGAL STREET,11233,YES,Regular,2016-A
3,1534,48,2,C2,316,37,187,HULL STREET,11233,NO,Subsequent,2016-A
3,1538,66,1,C0,316,41,11A,SOMERS STREET,11233,YES,Regular,2016-A
3,1542,12,2,C5,316,37,56,SOMERS STREET,11233,NO,Subsequent,2016-A
3,1544,9,1,B9,316,37,142,SOMERS STREET,11233,YES,Regular,2016-A
3,1556,39,4,V1,303,41,1897,ATLANTIC AVENUE,11233,NO,Subsequent,2016-A
3,1561,37,1,S2,303,41,266,SARATOGA AVENUE,11233,NO,Subsequent,2016-A
3,1562,11,1,C0,316,41,253,SARATOGA AVENUE,11233,NO,Subsequent,2016-A
3,1562,44,4,K4,316,41,2001,ATLANTIC AVENUE,11233,NO,Subsequent,2016-A
3,1565,4,1,C0,316,41,225,THOMAS S BOYLAND ST,11233,NO,Regular,2016-A
3,1565,18,1,B3,316,41,1208,HERKIMER STREET,11233,YES,Regular,2016-A
3,1567,3,4,V1,316,41,31,GUNTHER PLACE,11233,NO,Subsequent,2016-A
3,1567,44,4,G1,316,41,2081,ATLANTIC AVENUE,11233,NO,Subsequent,2016-A
3,1568,7,2,C1,316,37,169,ROCKAWAY AVENUE,11233,NO,Subsequent,2016-A
3,1568,20,1,B2,316,37,1296,HERKIMER STREET,11233,NO,Subsequent,2016-A
3,1577,35,4,G2,305,37,1833,EAST NEW YORK AVENUE,11207,NO,Regular,2016-A
3,1585,47,2,C2,303,36,327,VERNON AVENUE,11206,YES,Regular,2016-A
3,1594,25,1,C0,303,36,318,HART STREET,11206,NO,Subsequent,2016-A
3,1594,61,1,B3,303,36,321,PULASKI STREET,11206,YES,Subsequent,2016-A
3,1599,74,2,S4,303,36,1035A,DEKALB AVENUE,11221,NO,Subsequent,2016-A
3,1599,75,2,C2,303,36,1033A,DEKALB AVENUE,11221,NO,Subsequent,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,1604,19,4,M1,303,36,1110,DEKALB AVENUE,11221,NO,Regular,2016-A
3,1604,20,4,V1,303,36,1112,DEKALB AVENUE,11221,NO,Subsequent,2016-A
3,1609,31,1,C0,303,36,872,LAFAYETTE AVENUE,11221,YES,Regular,2016-A
3,1610,10,1,B3,303,36,904,LAFAYETTE AVENUE,11221,YES,Subsequent,2016-A
3,1610,25,1,B3,303,36,926A,LAFAYETTE AVENUE,11221,YES,Subsequent,2016-A
3,1610,42,1,B3,303,36,954,LAFAYETTE AVENUE,11221,YES,Regular,2016-A
3,1610,45,4,G7,303,36,960,LAFAYETTE AVENUE,11221,NO,Regular,2016-A
3,1614,28,2,C2,303,36,222,VAN BUREN STREET,11221,NO,Regular,2016-A
3,1615,33,1,B3,303,36,318,VAN BUREN STREET,11221,NO,Subsequent,2016-A
3,1615,51,1,B3,303,36,849,GREENE AVENUE,11221,YES,Regular,2016-A
3,1617,84,4,G1,303,36,83,MALCOLM X BOULEVARD,11221,YES,Subsequent,2016-A
3,1619,72,2,C3,303,36,583,LEXINGTON AVENUE,11221,NO,Regular,2016-A
3,1621,28,2,C2,303,36,902,GREENE AVENUE,11221,YES,Regular,2016-A
3,1621,47,2,C3,303,36,100,MALCOLM X BOULEVARD,11221,NO,Subsequent,2016-A
3,1622,18,1,B3,303,36,952A,GREENE AVENUE,11221,YES,Subsequent,2016-A
3,1627,35,4,Z9,303,36,770,LEXINGTON AVENUE,11221,NO,Regular,2016-A
3,1628,30,4,F5,303,41,834,LEXINGTON AVENUE,11221,NO,Regular,2016-A
3,1628,77,2,C1,303,41,787,QUINCY STREET,11221,YES,Subsequent,2016-A
3,1629,10,2,C3,303,36,556,QUINCY STREET,11221,NO,Subsequent,2016-A
3,1631,28,1,C0,303,36,726A,QUINCY STREET,11221,NO,Subsequent,2016-A
3,1632,17,1,C0,303,36,766,QUINCY STREET,11221,YES,Regular,2016-A
3,1632,62,1,C0,303,36,923A,GATES AVENUE,11221,YES,Regular,2016-A
3,1637,5,2,D1,303,36,858,GATES AVENUE,11221,NO,Regular,1998-2
3,1637,11,4,G7,303,36,872,GATES AVENUE,11221,NO,Regular,2016-A
3,1637,12,4,G7,303,36,876,GATES AVENUE,11221,NO,Regular,2016-A
3,1637,13,4,G7,303,36,878,GATES AVENUE,11221,NO,Regular,2016-A
3,1637,29,1,B1,303,36,908A,GATES AVENUE,11221,YES,Regular,2016-A
3,1641,10,2,S4,303,36,213,STUYVESANT AVENUE,11221,NO,Regular,2016-A
3,1642,55,1,B3,303,36,727,MADISON STREET,11221,NO,Subsequent,2016-A
3,1642,81,1,B3,303,36,689,MADISON STREET,11221,YES,Regular,2016-A
3,1644,70,1,B3,303,36,589,PUTNAM AVENUE,11221,NO,Subsequent,2016-A
3,1647,5,2,C3,303,36,189,MALCOLM X BOULEVARD,11221,NO,Subsequent,2016-A
3,1648,48,1,S2,303,41,84,RALPH AVENUE,11221,NO,Subsequent,1998-2
3,1652,64,1,B3,303,36,743,JEFFERSON AVENUE,11221,NO,Regular,2016-A
3,1656,60,1,B3,303,36,609,HANCOCK STREET,11233,NO,Regular,2016-A
3,1659,29,1,A9,303,36,474,HANCOCK STREET,11233,NO,Regular,2016-A
3,1660,69,2,C2,303,36,465,HALSEY STREET,11233,NO,Regular,2016-A
3,1663,87,2,C1,303,41,673,HALSEY STREET,11233,NO,Regular,2016-A
3,1664,21,1,V0,303,36,424,HALSEY STREET,11233,NO,Subsequent,2016-A
3,1664,57,2,C1,303,36,401,MACON STREET,11233,NO,Subsequent,2016-A
3,1666,73,1,B3,303,36,511,MACON STREET,11233,YES,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,1670,23,1,B3,303,36,430,MACON STREET,11233,NO,Regular,2016-A
3,1670,33,1,C0,303,36,450,MACON STREET,11233,YES,Regular,2016-A
3,1672,8,4,V1,303,36,267,MALCOLM X BOULEVARD,11233,NO,Regular,1998-2
3,1673,50,2,C3,303,41,690,MACON STREET,11233,YES,Subsequent,2016-A
3,1677,66,1,C0,303,36,401A,DECATUR STREET,11233,NO,Subsequent,2016-A
3,1679,45,1,C0,303,36,65,BAINBRIDGE STREET,11233,NO,Subsequent,2016-A
3,1680,28,1,C0,303,36,268,DECATUR STREET,11233,NO,Subsequent,2016-A
3,1682,43,1,S2,303,36,252,PATCHEN AVENUE,11233,NO,Regular,2016-A
3,1683,62,1,B3,303,41,329,BAINBRIDGE STREET,11233,YES,Subsequent,2016-A
3,1687,79,2,C1,303,36,181,CHAUNCEY STREET,11233,NO,Subsequent,2016-A
3,1691,2,1,B3,303,36,417,STUYVESANT AVENUE,11233,NO,Subsequent,2016-A
3,1699,19,2,C7,303,36,1584,FULTON STREET,11213,NO,Regular,2016-A
3,1699,33,4,V1,303,36,1612,FULTON STREET,11213,NO,Subsequent,1998-2
3,1708,42,4,K1,303,36,22,ROCHESTER AVENUE,11233,NO,Regular,2016-A
3,1708,47,1,B2,303,36,32,ROCHESTER AVENUE,11233,YES,Regular,2016-A
3,1715,1003,4,RS,303,33,727,BEDFORD AVENUE,11205,NO,Subsequent,1998-2
3,1715,1005,4,RS,303,33,727,BEDFORD AVENUE,11205,NO,Subsequent,1998-2
3,1715,1007,4,RS,303,33,727,BEDFORD AVENUE,11205,NO,Subsequent,1998-2
3,1715,1011,4,RS,303,33,727,BEDFORD AVENUE,11205,NO,Subsequent,1998-2
3,1715,1111,4,RG,303,33,725,BEDFORD AVENUE,11205,NO,Subsequent,2016-A
3,1715,1219,4,RG,303,33,456,FLUSHING AVENUE,11205,NO,Subsequent,2016-A
3,1715,1319,4,RP,303,33,460,FLUSHING AVENUE,11205,NO,Subsequent,2016-A
3,1715,1401,4,RS,303,33,464,FLUSHING AVENUE,11205,NO,Subsequent,1998-2
3,1715,1402,4,RS,303,33,464,FLUSHING AVENUE,11205,NO,Subsequent,1998-2
3,1715,1403,4,RS,303,33,464,FLUSHING AVENUE,11205,NO,Subsequent,1998-2
3,1715,1404,4,RS,303,33,464,FLUSHING AVENUE,11205,NO,Subsequent,1998-2
3,1715,1405,4,RS,303,33,464,FLUSHING AVENUE,11205,NO,Subsequent,1998-2
3,1715,1415,4,RG,303,33,464,FLUSHING AVENUE,11205,NO,Subsequent,2016-A
3,1716,1,2,C3,303,33,53,SPENCER STREET,11205,NO,Regular,2016-A
3,1716,66,2,S9,303,33,523,PARK AVENUE,11205,NO,Subsequent,2016-A
3,1734,2121,2,R4,303,33,96,SPENCER STREET,11205,NO,Regular,2016-A
3,1734,2123,2,R4,303,33,96,SPENCER STREET,11205,NO,Regular,2016-A
3,1736,32,4,E9,303,33,118,SANDFORD STREET,11205,NO,Subsequent,2016-A
3,1737,30,4,V1,303,33,134,NOSTRAND AVENUE,11205,NO,Regular,2016-A
3,1753,42,4,V1,303,33,184,NOSTRAND AVENUE,11205,NO,Regular,2016-A
3,1754,66,2,C3,303,36,43,VERNON AVENUE,11206,NO,Subsequent,2016-A
3,1761,66,4,P9,303,36,665,WILLOUGHBY AVENUE,11206,NO,Regular,2016-A
3,1763,49,4,G7,303,33,214,WALWORTH STREET,11205,NO,Regular,2016-A
3,1768,18,1,B1,303,36,604,WILLOUGHBY AVENUE,11206,NO,Subsequent,2016-A
3,1770,90,1,C0,303,36,15,PULASKI STREET,11206,NO,Subsequent,2016-A
3,1772,54,1,G0,303,36,195A,PULASKI STREET,11206,NO,Subsequent,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,1774,1,4,K2,303,36,217,NOSTRAND AVENUE,11205,NO,Subsequent,2016-A
3,1774,5,4,Z9,303,36,211,NOSTRAND AVENUE,11205,NO,Subsequent,2016-A
3,1778,2,1,C0,303,36,987,BEDFORD AVENUE,11205,NO,Subsequent,2016-A
3,1783,47,4,I5,303,36,276,NOSTRAND AVENUE,11205,NO,Regular,1998-2
3,1786,24,1,B3,303,36,274,KOSCIUSZKO STREET,11221,YES,Regular,2016-A
3,1786,70,1,C0,303,36,703,LAFAYETTE AVENUE,11221,YES,Regular,2016-A
3,1788,44,1,C0,303,36,564,LAFAYETTE AVENUE,11205,NO,Subsequent,2016-A
3,1788,163,1,C0,303,36,291,CLIFTON PLACE,11216,YES,Regular,2016-A
3,1791,40,1,V0,303,36,754,LAFAYETTE AVENUE,11221,NO,Regular,2016-A
3,1793,100,2,C3,303,36,413,GREENE AVENUE,11216,NO,Regular,2016-A
3,1794,84,1,B3,303,36,511,GREENE AVENUE,11216,YES,Regular,2016-A
3,1796,59,2,C3,303,36,703,GREENE AVENUE,11221,NO,Regular,2016-A
3,1800,152,1,A4,303,36,481,LEXINGTON AVENUE,11221,NO,Subsequent,2016-A
3,1801,55,1,A5,303,36,543,LEXINGTON AVENUE,11221,NO,Subsequent,2016-A
3,1803,66,1,B3,303,36,299,QUINCY STREET,11216,NO,Subsequent,2016-A
3,1805,25,1,B3,303,36,440,LEXINGTON AVENUE,11221,NO,Subsequent,2016-A
3,1809,9,1,C0,303,36,348,QUINCY STREET,11216,NO,Regular,2016-A
3,1818,11,1,B3,303,36,236,MONROE STREET,11216,YES,Regular,2016-A
3,1818,45,2,C2,303,36,820,MARCY AVENUE,11216,NO,Regular,2016-A
3,1819,45,1,S2,303,36,344,TOMPKINS AVENUE,11216,NO,Regular,2016-A
3,1824,41,1,B3,303,36,360,TOMPKINS AVENUE,11216,NO,Regular,2016-A
3,1825,32,1,C0,303,36,406,MADISON STREET,11221,YES,Subsequent,2016-A
3,1829,61,1,B3,303,36,307,JEFFERSON AVENUE,11216,NO,Subsequent,2016-A
3,1829,70,1,B3,303,36,289,JEFFERSON AVENUE,11216,NO,Subsequent,2016-A
3,1831,48,2,S4,303,36,358,MARCUS GARVEY BLVD,11221,NO,Subsequent,1998-2
3,1836,43,1,A4,303,36,478,JEFFERSON AVENUE,11221,NO,Regular,2016-A
3,1840,42,1,B3,303,36,366,HANCOCK STREET,11216,YES,Subsequent,2016-A
3,1844,63,2,C2,303,36,99,MACON STREET,11216,YES,Regular,2016-A
3,1846,2,2,C7,303,36,453,TOMPKINS AVENUE,11216,NO,Subsequent,2016-A
3,1851,1,2,S9,303,36,114,MACON STREET,11216,NO,Subsequent,2016-A
3,1851,2,2,C3,303,36,116,MACON STREET,11216,NO,Subsequent,2016-A
3,1852,12,2,D1,303,36,200,MACON STREET,11216,NO,Regular,2016-A
3,1856,55,2,C3,303,36,119,DECATUR STREET,11216,YES,Regular,2016-A
3,1860,5,4,P2,303,36,1255,BEDFORD AVENUE,11216,NO,Subsequent,1998-2
3,1863,5,1,B3,303,36,11,BROOKLYN AVENUE,11216,YES,Regular,2016-A
3,1863,75,1,C0,303,36,289,HERKIMER STREET,11216,YES,Regular,2016-A
3,1864,12,2,S9,303,36,1516,FULTON STREET,11216,NO,Subsequent,2016-A
3,1864,31,4,K4,303,36,1550,FULTON STREET,11216,NO,Subsequent,2016-A
3,1867,18,4,V1,303,36,517,NOSTRAND AVENUE,11216,NO,Subsequent,2016-A
3,1871,77,1,B3,303,36,11,AGATE COURT,11213,YES,Regular,2016-A
3,1875,1,4,E9,302,35,79,WASHINGTON AVENUE,11205,NO,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,1875,4,4,G1,302,35,75,WASHINGTON AVENUE,11205,NO,Regular,2016-A
3,1884,10,4,M9,303,33,799,KENT AVENUE,11205,NO,Subsequent,2016-A
3,1886,1401,4,RA,303,33,804,BEDFORD AVENUE,11205,NO,Regular,1998-2
3,1887,6,2,C3,302,35,139,VANDERBILT AVENUE,11205,NO,Subsequent,2016-A
3,1889,91,1,S2,302,35,457,MYRTLE AVENUE,11205,YES,Regular,2016-A
3,1891,3,1,B3,302,35,129,HALL STREET,11205,YES,Subsequent,2016-A
3,1899,2,4,G7,303,33,137,FRANKLIN AVENUE,11205,NO,Subsequent,2016-A
3,1899,3,4,G7,303,33,135,FRANKLIN AVENUE,11205,NO,Subsequent,2016-A
3,1903,39,2,C2,302,35,202,WASHINGTON AVENUE,11205,NO,Subsequent,2016-A
3,1904,40,1,C0,302,35,172,HALL STREET,11205,YES,Regular,2016-A
3,1911,16,4,V1,303,33,604,MYRTLE AVENUE,11205,NO,Regular,2016-A
3,1914,1503,4,RW,303,33,153,SKILLMAN STREET,11205,NO,Subsequent,2016-A
3,1916,32,2,C1,302,35,219,CLINTON AVENUE,11205,NO,Regular,2016-A
3,1941,11,1,V0,303,36,275,FRANKLIN AVENUE,11205,NO,Regular,1998-2
3,1950,18,4,M1,303,36,470,LAFAYETTE AVENUE,11205,NO,Regular,2016-A
3,1952,39,4,G2,302,35,374,CLASSON AVENUE,11238,NO,Subsequent,2016-A
3,1953,5,1,B1,303,35,387,CLASSON AVENUE,11238,NO,Subsequent,2016-A
3,1953,7,1,V0,303,35,385,CLASSON AVENUE,11238,NO,Subsequent,1998-2
3,1954,13,4,E9,303,36,208,CLIFTON PLACE,11216,NO,Subsequent,2016-A
3,1967,43,4,V1,303,35,342,FRANKLIN AVENUE,11238,NO,Subsequent,2016-A
3,1968,39,4,G1,303,36,181,LEXINGTON AVENUE,11216,NO,Subsequent,2016-A
3,1969,30,4,W9,302,35,26,LEXINGTON AVENUE,11238,NO,Subsequent,1998-2
3,1971,20,1,B3,303,36,156,LEXINGTON AVENUE,11216,NO,Subsequent,2016-A
3,1973,1,2,S3,303,35,451,CLASSON AVENUE,11238,NO,Subsequent,2016-A
3,1973,74,1,B3,303,35,217,GATES AVENUE,11238,YES,Subsequent,2016-A
3,1982,58,2,C5,302,35,64,DOWNING STREET,11238,NO,Subsequent,2016-A
3,1986,1032,4,RB,303,36,1142,BEDFORD AVENUE,11216,NO,Regular,2016-A
3,1986,1043,4,RG,303,36,1142,BEDFORD AVENUE,11216,NO,Subsequent,2016-A
3,1994,8,1,B9,303,35,531,CLASSON AVENUE,11238,YES,Subsequent,2016-A
3,1996,31,4,M9,303,36,1194,BEDFORD AVENUE,11216,YES,Subsequent,2016-A
3,2014,49,1,B1,302,35,29,LEFFERTS PLACE,11238,NO,Subsequent,2016-A
3,2017,25,2,S5,303,36,1156,FULTON STREET,11216,NO,Subsequent,2016-A
3,2019,75,4,G9,302,36,967,ATLANTIC AVENUE,11238,NO,Subsequent,2016-A
3,2030,43,4,G7,302,35,36,CARLTON AVENUE,11205,NO,Subsequent,2016-A
3,2030,55,1,S2,302,35,135,PARK AVENUE,11205,YES,Regular,2016-A
3,2032,51,4,V1,302,35,191,PARK AVENUE,11205,NO,Regular,2016-A
3,2044,3,4,M3,302,35,133,CARLTON AVENUE,11205,NO,Subsequent,1998-2
3,2046,34,1,B9,302,35,71,CLERMONT AVENUE,11205,YES,Regular,2016-A
3,2049,1002,4,RK,302,35,176,JOHNSON STREET,11201,NO,Subsequent,2016-A
3,2095,28,2,S3,302,35,102,DEKALB AVENUE,11201,NO,Subsequent,2016-A
3,2097,60,2,C5,302,35,44,FT GREENE PLACE,11217,NO,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,2106,1008,2,R4,302,35,96,ROCKWELL PLACE,11217,NO,Regular,2016-A
3,2118,47,4,M9,302,35,5,GREENE AVENUE,11238,NO,Regular,1998-2
3,2132,1004,4,RA,301,34,123,SOUTH 8 STREET,11211,NO,Subsequent,2016-A
3,2133,15,4,F9,301,34,210,BROADWAY,11211,NO,Subsequent,2016-A
3,2133,16,2,D9,301,34,212,BROADWAY,11211,NO,Regular,1998-2
3,2175,1004,1,R3,301,33,36,TAYLOR STREET,11249,NO,Subsequent,2016-A
3,2178,34,4,M9,301,33,176,DIVISION AVENUE,11211,NO,Subsequent,2016-A
3,2187,44,2,C3,301,33,153,RODNEY STREET,11211,NO,Subsequent,2016-A
3,2188,19,2,C1,301,33,202,ROSS STREET,11211,NO,Regular,2016-A
3,2205,8,2,S3,301,33,118,HOOPER STREET,11211,NO,Subsequent,2016-A
3,2214,1,2,S5,301,33,41,HARRISON AVENUE,11211,NO,Regular,2016-A
3,2217,33,1,B9,301,33,106,PENN STREET,11249,NO,Regular,2016-A
3,2217,58,4,K4,301,33,99,RUTLEDGE STREET,11249,NO,Regular,2016-A
3,2231,43,1,B9,301,33,214,LEE AVENUE,11206,NO,Regular,2016-A
3,2237,39,2,S3,301,,165,MIDDLETON STREET,11206,NO,Regular,2016-A
3,2244,1115,2,R4,301,33,24,LORIMER STREET,11206,NO,Regular,1998-2
3,2244,1116,2,R4,301,33,24,LORIMER STREET,11206,NO,Subsequent,1998-2
3,2249,1001,4,RG,301,33,437,MARCY AVENUE,11206,NO,Regular,1998-2
3,2249,1002,4,RG,301,33,437,MARCY AVENUE,11206,NO,Regular,1998-2
3,2249,1003,4,RG,301,33,437,MARCY AVENUE,11206,NO,Regular,1998-2
3,2249,1004,4,RG,301,33,437,MARCY AVENUE,11206,NO,Regular,1998-2
3,2249,1005,4,RG,301,33,437,MARCY AVENUE,11206,NO,Regular,1998-2
3,2249,1006,4,RG,301,33,437,MARCY AVENUE,11206,NO,Regular,1998-2
3,2249,1007,4,RG,301,33,437,MARCY AVENUE,11206,NO,Regular,1998-2
3,2249,1008,4,RG,301,33,437,MARCY AVENUE,11206,NO,Regular,1998-2
3,2249,1009,4,RG,301,33,437,MARCY AVENUE,11206,NO,Regular,1998-2
3,2249,1010,4,RG,301,33,437,MARCY AVENUE,11206,NO,Regular,1998-2
3,2249,1013,4,RG,301,33,437,MARCY AVENUE,11206,NO,Regular,1998-2
3,2276,36,1,S2,301,33,745,FLUSHING AVENUE,11206,YES,Subsequent,2016-A
3,2304,1107,4,RP,301,33,69,BERRY STREET,11249,NO,Regular,1998-2
3,2319,30,2,C4,301,33,143,NORTH 7 STREET,11249,NO,Regular,2016-A
3,2342,19,2,S5,301,33,96,NORTH 5 STREET,11249,NO,Subsequent,2016-A
3,2344,1071,4,RG,301,34,161,NORTH 4 STREET,11211,NO,Regular,1998-2
3,2350,1001,4,RG,301,34,85,NORTH 3 STREET,11249,NO,Subsequent,2016-A
3,2392,8,2,D6,301,34,255,BERRY STREET,11249,NO,Regular,2016-A
3,2392,36,1,B9,301,34,137,SOUTH 1 STREET,11249,YES,Regular,2016-A
3,2393,13,2,S4,301,34,180,GRAND STREET,11211,YES,Regular,2016-A
3,2418,1,4,G1,301,34,333,BEDFORD AVENUE,11211,NO,Regular,2016-A
3,2456,2,4,Z9,301,34,353,BERRY STREET,11249,NO,Subsequent,2016-A
3,2464,29,4,HR,301,34,415,BROADWAY,11211,NO,Subsequent,2016-A
3,2483,52,2,C1,301,33,95,CLAY STREET,11222,NO,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,2487,10,4,F1,301,33,10,CLAY STREET,11222,NO,Regular,2016-A
3,2487,12,4,F9,301,33,14,CLAY STREET,11222,NO,Regular,2016-A
3,2487,17,4,F1,301,33,22,CLAY STREET,11222,NO,Regular,2016-A
3,2487,18,4,F1,301,33,26,CLAY STREET,11222,NO,Regular,2016-A
3,2487,20,4,F1,301,33,30,CLAY STREET,11222,NO,Regular,2016-A
3,2487,21,4,F1,301,33,32,CLAY STREET,11222,NO,Regular,2016-A
3,2487,57,4,F4,301,33,93,DUPONT STREET,11222,NO,Regular,2016-A
3,2487,72,4,F1,301,33,57,DUPONT STREET,11222,NO,Regular,2016-A
3,2487,78,4,F9,301,33,55,DUPONT STREET,11222,NO,Regular,2016-A
3,2505,49,2,C3,301,33,199,FREEMAN STREET,11222,NO,Subsequent,2016-A
3,2513,15,2,S4,301,33,188,FREEMAN STREET,11222,NO,Subsequent,2016-A
3,2521,1401,2,R8,301,33,68,GREEN STREET,11222,NO,Regular,2016-A
3,2598,5,2,C5,301,33,684,LEONARD STREET,11222,NO,Subsequent,2016-A
3,2607,75,4,E9,301,33,250,NORTH HENRY STREET,11222,NO,Regular,2016-A
3,2612,143,4,G7,301,33,360,KINGSLAND AVENUE,11222,NO,Subsequent,2016-A
3,2628,28,4,F9,301,33,213,RUSSELL STREET,11222,NO,Subsequent,2016-A
3,2643,52,4,E9,301,33,58,DOBBIN STREET,11222,NO,Regular,2016-A
3,2644,60,1,A9,301,33,92A,GUERNSEY STREET,11222,NO,Subsequent,2016-A
3,2657,31,1,C0,301,33,283,KINGSLAND AVENUE,11222,NO,Regular,2016-A
3,2697,1102,2,R4,301,33,285,DRIGGS AVENUE,11222,NO,Subsequent,2016-A
3,2698,32,2,D3,301,33,55,ECKFORD STREET,11222,NO,Regular,2016-A
3,2706,1,2,C1,301,33,166,KINGSLAND AVENUE,11222,NO,Regular,2016-A
3,2706,20,2,C2,301,33,5,SUTTON STREET,11222,NO,Regular,2016-A
3,2706,21,2,C2,301,33,3,SUTTON STREET,11222,NO,Regular,2016-A
3,2706,23,2,S5,301,33,677,MEEKER AVENUE,11222,NO,Regular,2016-A
3,2706,25,2,C1,301,33,669,MEEKER AVENUE,11222,NO,Regular,2016-A
3,2706,26,2,C2,301,33,667,MEEKER AVENUE,11222,NO,Regular,2016-A
3,2706,27,2,C1,301,33,661,MEEKER AVENUE,11222,NO,Regular,2016-A
3,2706,28,2,C1,301,33,657,MEEKER AVENUE,11222,NO,Regular,2016-A
3,2731,19,4,K4,301,33,32,RICHARDSON STREET,11211,NO,Regular,2016-A
3,2739,39,2,C2,301,34,145,WITHERS STREET,11211,NO,Regular,2016-A
3,2750,37,1,C0,301,34,169,SKILLMAN AVENUE,11211,NO,Subsequent,2016-A
3,2755,14,2,C1,301,34,174,SKILLMAN AVENUE,11211,NO,Subsequent,2016-A
3,2755,16,2,C1,301,34,178,SKILLMAN AVENUE,11211,NO,Regular,2016-A
3,2765,12,2,C2,301,34,758,METROPOLITAN AVENUE,11211,NO,Regular,2016-A
3,2770,12,4,M1,301,34,146,DEVOE STREET,11211,NO,Subsequent,1998-2
3,2781,26,1,B9,301,34,241,MANHATTAN AVENUE,11211,NO,Subsequent,2016-A
3,2783,7,1,C0,301,34,184,POWERS STREET,11211,YES,Subsequent,2016-A
3,2788,2,2,S5,301,34,224,MANHATTAN AVENUE,11206,NO,Regular,2016-A
3,2788,16,2,S5,301,34,702,GRAND STREET,11211,NO,Subsequent,2016-A
3,2849,10,4,F9,301,34,18,DIVISION PLACE,11222,NO,Subsequent,1998-2
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,2916,14,4,Z9,301,34,824,METROPOLITAN AVENUE,11211,NO,Subsequent,2016-A
3,2919,18,1,S2,301,34,25,BUSHWICK AVENUE,11211,YES,Subsequent,2016-A
3,2919,39,2,C2,301,34,241,POWERS STREET,11211,NO,Subsequent,2016-A
3,2924,12,4,V1,301,34,338,DEVOE STREET,11211,NO,Subsequent,1998-2
3,3019,76,4,G7,301,34,311,MAUJER STREET,11206,NO,Subsequent,2016-A
3,3029,1,4,F9,301,34,88,WATERBURY STREET,11206,NO,Regular,2016-A
3,3029,27,4,F9,301,34,342,TEN EYCK STREET,11206,NO,Subsequent,2016-A
3,3032,17,4,Z9,301,34,74,STAGG STREET,11206,NO,Regular,2016-A
3,3054,26,4,K1,301,34,223,MONTROSE AVENUE,11206,NO,Regular,2016-A
3,3106,10,4,K1,301,34,88,MOORE STREET,11206,NO,Subsequent,2016-A
3,3132,20,2,C2,304,34,30,FAYETTE STREET,11206,NO,Subsequent,2016-A
3,3139,17,2,C2,304,34,900,FLUSHING AVENUE,11206,NO,Regular,2016-A
3,3152,3,4,V1,304,34,80,EVERGREEN AVENUE,11206,YES,Regular,1998-2
3,3162,22,4,Z9,304,34,134,MELROSE STREET,11206,NO,Subsequent,2016-A
3,3162,34,1,B2,304,34,93,JEFFERSON STREET,11206,YES,Regular,2016-A
3,3164,6,2,S4,304,34,71,CENTRAL AVENUE,11206,NO,Subsequent,2016-A
3,3175,21,2,C1,304,34,310,JEFFERSON STREET,11237,NO,Regular,2016-A
3,3184,51,4,E9,304,34,1009,WILLOUGHBY AVENUE,11221,NO,Regular,2016-A
3,3214,35,1,B3,304,34,493,HART STREET,11221,NO,Regular,2016-A
3,3225,6,1,B2,304,34,494,HART STREET,11221,YES,Regular,2016-A
3,3226,9,2,S4,304,34,729,BUSHWICK AVENUE,11221,NO,Subsequent,2016-A
3,3228,25,4,K4,304,34,1303,MYRTLE AVENUE,11221,NO,Subsequent,2016-A
